name	taxonomy_id	taxonomy_lvl	14_genus.bracken_num	14_genus.bracken_frac	17_genus.bracken_num	17_genus.bracken_frac	19_genus.bracken_num	19_genus.bracken_frac	20_genus.bracken_num	20_genus.bracken_frac	2126_genus.bracken_num	2126_genus.bracken_frac	22a_genus.bracken_num	22a_genus.bracken_frac	22b_genus.bracken_num	22b_genus.bracken_frac	25_genus.bracken_num	25_genus.bracken_frac	2621_genus.bracken_num	2621_genus.bracken_frac	27_genus.bracken_num	27_genus.bracken_frac	Stan_genus.bracken_num	Stan_genus.bracken_frac
Nitratifractor	269260	G	165	0.00001	538	0.00002	194	0.00001	295	0.00001	43	0.00000	41	0.00000	127	0.00001	87	0.00001	194	0.00001	114	0.00001	85	0.00001
Caminibacter	191301	G	225	0.00001	176	0.00001	88	0.00000	205	0.00001	41	0.00000	42	0.00000	90	0.00000	166	0.00001	108	0.00001	86	0.00001	77	0.00001
Nautilia	191291	G	193	0.00001	278	0.00001	115	0.00001	150	0.00000	98	0.00001	95	0.00001	226	0.00001	178	0.00001	168	0.00001	138	0.00001	104	0.00001
Cetia	1775691	G	111	0.00000	78	0.00000	55	0.00000	206	0.00001	27	0.00000	96	0.00001	187	0.00001	50	0.00000	115	0.00001	69	0.00001	60	0.00001
Nitratiruptor	269258	G	216	0.00001	344	0.00002	155	0.00001	280	0.00001	94	0.00001	93	0.00001	240	0.00001	159	0.00001	224	0.00002	87	0.00001	76	0.00001
Desulfovibrio	872	G	9746	0.00040	433946	0.02003	40128	0.00187	15346	0.00045	2565	0.00029	1437	0.00017	3432	0.00017	4778	0.00032	65076	0.00439	70115	0.00542	11008	0.00108
Pseudodesulfovibrio	2035811	G	1377	0.00006	4047	0.00019	1654	0.00008	2540	0.00007	496	0.00006	353	0.00004	817	0.00004	824	0.00006	1505	0.00010	1095	0.00008	860	0.00008
Desulfolutivibrio	2773294	G	213	0.00001	708	0.00003	200	0.00001	437	0.00001	62	0.00001	40	0.00000	83	0.00000	175	0.00001	213	0.00001	129	0.00001	96	0.00001
Lawsonia	41707	G	179	0.00001	226	0.00001	130	0.00001	234	0.00001	21	0.00000	63	0.00001	159	0.00001	64	0.00000	144	0.00001	69	0.00001	73	0.00001
Desulfocurvibacter	2582840	G	136	0.00001	982	0.00005	273	0.00001	427	0.00001	75	0.00001	100	0.00001	190	0.00001	155	0.00001	254	0.00002	176	0.00001	146	0.00001
Desulfomicrobium	898	G	520	0.00002	2537	0.00012	647	0.00003	907	0.00003	253	0.00003	176	0.00002	473	0.00002	367	0.00002	635	0.00004	434	0.00003	287	0.00003
Desulfohalobium	45662	G	66	0.00000	583	0.00003	204	0.00001	105	0.00000	24	0.00000	50	0.00001	129	0.00001	56	0.00000	76	0.00001	100	0.00001	86	0.00001
Desulfobacter	2289	G	701	0.00003	760	0.00004	370	0.00002	707	0.00002	177	0.00002	174	0.00002	458	0.00002	495	0.00003	585	0.00004	239	0.00002	180	0.00002
Desulfosarcina	2299	G	512	0.00002	2619	0.00012	750	0.00003	901	0.00003	307	0.00003	190	0.00002	524	0.00003	431	0.00003	924	0.00006	581	0.00004	506	0.00005
Desulfococcus	896	G	315	0.00001	1595	0.00007	334	0.00002	496	0.00001	141	0.00002	94	0.00001	232	0.00001	185	0.00001	472	0.00003	211	0.00002	220	0.00002
Desulfobacula	28222	G	228	0.00001	346	0.00002	121	0.00001	380	0.00001	109	0.00001	75	0.00001	215	0.00001	138	0.00001	229	0.00002	139	0.00001	153	0.00002
Desulfatibacillum	218207	G	178	0.00001	1098	0.00005	261	0.00001	266	0.00001	104	0.00001	111	0.00001	248	0.00001	182	0.00001	250	0.00002	175	0.00001	206	0.00002
Desulfobacterium	2295	G	155	0.00001	423	0.00002	203	0.00001	343	0.00001	103	0.00001	129	0.00002	280	0.00001	208	0.00001	277	0.00002	253	0.00002	129	0.00001
Desulfopila	429014	G	569	0.00002	1256	0.00006	464	0.00002	837	0.00002	276	0.00003	206	0.00002	562	0.00003	646	0.00004	633	0.00004	573	0.00004	279	0.00003
Desulfobulbus	893	G	339	0.00001	1721	0.00008	509	0.00002	692	0.00002	161	0.00002	124	0.00001	294	0.00001	283	0.00002	545	0.00004	267	0.00002	246	0.00002
Desulfotalea	109168	G	304	0.00001	316	0.00001	170	0.00001	489	0.00001	91	0.00001	81	0.00001	235	0.00001	174	0.00001	205	0.00001	200	0.00002	64	0.00001
Desulfocapsa	53318	G	102	0.00000	279	0.00001	131	0.00001	198	0.00001	75	0.00001	72	0.00001	167	0.00001	222	0.00001	94	0.00001	122	0.00001	98	0.00001
Desulfurivibrio	427922	G	89	0.00000	678	0.00003	177	0.00001	368	0.00001	51	0.00001	42	0.00000	112	0.00001	109	0.00001	215	0.00001	95	0.00001	120	0.00001
Geobacter	28231	G	2009	0.00008	11530	0.00053	3329	0.00016	4351	0.00013	1226	0.00014	943	0.00011	2305	0.00011	2013	0.00014	3549	0.00024	2244	0.00017	1630	0.00016
Geoalkalibacter	392332	G	314	0.00001	818	0.00004	369	0.00002	567	0.00002	141	0.00002	123	0.00001	387	0.00002	154	0.00001	351	0.00002	362	0.00003	236	0.00002
Pelobacter	18	G	773	0.00003	3673	0.00017	889	0.00004	1490	0.00004	343	0.00004	359	0.00004	799	0.00004	666	0.00004	1095	0.00007	661	0.00005	531	0.00005
Desulfuromonas	890	G	200	0.00001	1923	0.00009	404	0.00002	615	0.00002	117	0.00001	94	0.00001	199	0.00001	141	0.00001	493	0.00003	318	0.00002	224	0.00002
Myxococcus	32	G	398	0.00002	2420	0.00011	703	0.00003	886	0.00003	231	0.00003	121	0.00001	265	0.00001	229	0.00002	635	0.00004	514	0.00004	317	0.00003
Corallococcus	83461	G	308	0.00001	3099	0.00014	732	0.00003	637	0.00002	255	0.00003	104	0.00001	255	0.00001	156	0.00001	531	0.00004	390	0.00003	264	0.00003
Stigmatella	40	G	105	0.00000	705	0.00003	181	0.00001	407	0.00001	100	0.00001	31	0.00000	70	0.00000	118	0.00001	256	0.00002	140	0.00001	116	0.00001
Archangium	47	G	104	0.00000	865	0.00004	305	0.00001	327	0.00001	111	0.00001	52	0.00001	137	0.00001	80	0.00001	370	0.00002	350	0.00003	181	0.00002
Cystobacter	42	G	116	0.00000	1072	0.00005	227	0.00001	395	0.00001	80	0.00001	66	0.00001	108	0.00001	77	0.00001	231	0.00002	167	0.00001	109	0.00001
Melittangium	44	G	80	0.00000	876	0.00004	254	0.00001	414	0.00001	110	0.00001	59	0.00001	186	0.00001	74	0.00000	304	0.00002	243	0.00002	119	0.00001
Anaeromyxobacter	161492	G	349	0.00001	3238	0.00015	900	0.00004	1330	0.00004	316	0.00004	163	0.00002	508	0.00002	199	0.00001	856	0.00006	653	0.00005	348	0.00003
Vulgatibacter	1524214	G	162	0.00001	565	0.00003	293	0.00001	256	0.00001	97	0.00001	55	0.00001	136	0.00001	111	0.00001	155	0.00001	148	0.00001	75	0.00001
Sorangium	39643	G	384	0.00002	3154	0.00015	944	0.00004	1032	0.00003	329	0.00004	185	0.00002	425	0.00002	302	0.00002	758	0.00005	779	0.00006	491	0.00005
Chondromyces	50	G	72	0.00000	493	0.00002	193	0.00001	103	0.00000	37	0.00000	74	0.00001	146	0.00001	53	0.00000	148	0.00001	113	0.00001	63	0.00001
Pajaroellobacter	1882917	G	17	0.00000	117	0.00001	41	0.00000	159	0.00000	38	0.00000	6	0.00000	19	0.00000	42	0.00000	13	0.00000	87	0.00001	40	0.00000
Minicystis	1649470	G	156	0.00001	656	0.00003	209	0.00001	182	0.00001	76	0.00001	66	0.00001	188	0.00001	83	0.00001	168	0.00001	171	0.00001	106	0.00001
Sandaracinus	1055688	G	66	0.00000	751	0.00003	266	0.00001	161	0.00000	37	0.00000	52	0.00001	109	0.00001	63	0.00000	133	0.00001	176	0.00001	86	0.00001
Labilithrix	1524217	G	56	0.00000	834	0.00004	186	0.00001	139	0.00000	38	0.00000	58	0.00001	142	0.00001	62	0.00000	107	0.00001	145	0.00001	65	0.00001
Haliangium	162027	G	124	0.00001	984	0.00005	155	0.00001	308	0.00001	75	0.00001	53	0.00001	112	0.00001	54	0.00000	165	0.00001	162	0.00001	89	0.00001
Desulfomonile	2357	G	144	0.00001	445	0.00002	163	0.00001	298	0.00001	78	0.00001	60	0.00001	138	0.00001	129	0.00001	184	0.00001	174	0.00001	81	0.00001
Syntrophus	43773	G	119	0.00000	521	0.00002	158	0.00001	196	0.00001	63	0.00001	47	0.00001	131	0.00001	106	0.00001	179	0.00001	81	0.00001	87	0.00001
Desulfobacca	60892	G	52	0.00000	361	0.00002	72	0.00000	97	0.00000	27	0.00000	28	0.00000	41	0.00000	49	0.00000	98	0.00001	73	0.00001	42	0.00000
Syntrophobacter	29526	G	122	0.00000	705	0.00003	191	0.00001	312	0.00001	63	0.00001	62	0.00001	130	0.00001	97	0.00001	315	0.00002	162	0.00001	120	0.00001
Desulfoglaeba	361106	G	71	0.00000	481	0.00002	173	0.00001	162	0.00000	25	0.00000	43	0.00001	75	0.00000	88	0.00001	155	0.00001	194	0.00001	84	0.00001
Persicimonas	2766927	G	170	0.00001	830	0.00004	246	0.00001	375	0.00001	96	0.00001	53	0.00001	109	0.00001	117	0.00001	226	0.00002	137	0.00001	105	0.00001
Bradymonas	1779136	G	62	0.00000	508	0.00002	130	0.00001	59	0.00000	112	0.00001	89	0.00001	225	0.00001	53	0.00000	184	0.00001	81	0.00001	107	0.00001
Desulfurella	33001	G	80	0.00000	159	0.00001	30	0.00000	189	0.00001	32	0.00000	18	0.00000	59	0.00000	96	0.00001	57	0.00000	133	0.00001	31	0.00000
Hippea	84404	G	60	0.00000	221	0.00001	74	0.00000	136	0.00000	30	0.00000	26	0.00000	111	0.00001	8	0.00000	69	0.00000	95	0.00001	50	0.00000
Candidatus Desulfofervidus	1902583	G	140	0.00001	168	0.00001	30	0.00000	96	0.00000	44	0.00001	30	0.00000	94	0.00000	56	0.00000	78	0.00001	36	0.00000	27	0.00000
Desulfarculus	453229	G	146	0.00001	1543	0.00007	425	0.00002	427	0.00001	131	0.00001	79	0.00001	186	0.00001	110	0.00001	372	0.00003	301	0.00002	143	0.00001
Rhizobium	379	G	2794	0.00011	17662	0.00082	4929	0.00023	7550	0.00022	1949	0.00022	1365	0.00016	3251	0.00016	2552	0.00017	5324	0.00036	3924	0.00030	2487	0.00025
Agrobacterium	357	G	1362	0.00006	5125	0.00024	1990	0.00009	2547	0.00007	735	0.00008	677	0.00008	1722	0.00008	985	0.00007	2494	0.00017	1429	0.00011	990	0.00010
Neorhizobium	1525371	G	371	0.00002	1324	0.00006	426	0.00002	820	0.00002	182	0.00002	96	0.00001	210	0.00001	336	0.00002	434	0.00003	327	0.00003	205	0.00002
Sinorhizobium	28105	G	529	0.00002	4222	0.00019	1051	0.00005	1283	0.00004	258	0.00003	258	0.00003	799	0.00004	600	0.00004	1420	0.00010	749	0.00006	675	0.00007
Ensifer	106591	G	466	0.00002	1743	0.00008	836	0.00004	1240	0.00004	259	0.00003	237	0.00003	492	0.00002	511	0.00003	686	0.00005	527	0.00004	389	0.00004
Liberibacter	34019	G	196	0.00001	520	0.00002	89	0.00000	194	0.00001	64	0.00001	48	0.00001	139	0.00001	63	0.00000	131	0.00001	84	0.00001	77	0.00001
Georhizobium	2661800	G	78	0.00000	394	0.00002	109	0.00001	338	0.00001	57	0.00001	53	0.00001	61	0.00000	34	0.00000	161	0.00001	123	0.00001	73	0.00001
Shinella	323620	G	67	0.00000	581	0.00003	92	0.00000	75	0.00000	73	0.00001	43	0.00001	128	0.00001	28	0.00000	228	0.00002	143	0.00001	105	0.00001
Ciceribacter	1648508	G	21	0.00000	569	0.00003	78	0.00000	45	0.00000	12	0.00000	28	0.00000	62	0.00000	18	0.00000	103	0.00001	108	0.00001	62	0.00001
Bradyrhizobium	374	G	2639	0.00011	12726	0.00059	4740	0.00022	5570	0.00016	1500	0.00017	1157	0.00014	2768	0.00014	1885	0.00013	4313	0.00029	3005	0.00023	1973	0.00019
Rhodopseudomonas	1073	G	502	0.00002	2592	0.00012	646	0.00003	1062	0.00003	290	0.00003	219	0.00003	492	0.00002	206	0.00001	926	0.00006	514	0.00004	383	0.00004
Bosea	85413	G	390	0.00002	2723	0.00013	755	0.00004	1419	0.00004	288	0.00003	275	0.00003	595	0.00003	313	0.00002	1020	0.00007	627	0.00005	477	0.00005
Tardiphaga	1395974	G	120	0.00000	579	0.00003	197	0.00001	264	0.00001	37	0.00000	33	0.00000	79	0.00000	185	0.00001	288	0.00002	107	0.00001	85	0.00001
Afipia	1033	G	99	0.00000	250	0.00001	103	0.00000	150	0.00000	37	0.00000	28	0.00000	58	0.00000	20	0.00000	121	0.00001	113	0.00001	38	0.00000
Nitrobacter	911	G	64	0.00000	423	0.00002	117	0.00001	97	0.00000	30	0.00000	15	0.00000	39	0.00000	28	0.00000	103	0.00001	114	0.00001	43	0.00000
Oligotropha	40136	G	26	0.00000	175	0.00001	105	0.00000	122	0.00000	26	0.00000	22	0.00000	56	0.00000	11	0.00000	80	0.00001	22	0.00000	22	0.00000
Variibacter	1649510	G	15	0.00000	182	0.00001	27	0.00000	56	0.00000	18	0.00000	13	0.00000	17	0.00000	2	0.00000	86	0.00001	38	0.00000	15	0.00000
Mesorhizobium	68287	G	1868	0.00008	10727	0.00050	3016	0.00014	4570	0.00013	1346	0.00015	786	0.00009	2004	0.00010	1683	0.00011	3695	0.00025	2557	0.00020	1510	0.00015
Aminobacter	31988	G	369	0.00001	859	0.00004	359	0.00002	618	0.00002	120	0.00001	112	0.00001	282	0.00001	146	0.00001	427	0.00003	355	0.00003	203	0.00002
Nitratireductor	245876	G	176	0.00001	1032	0.00005	283	0.00001	397	0.00001	72	0.00001	67	0.00001	138	0.00001	104	0.00001	326	0.00002	178	0.00001	120	0.00001
Phyllobacterium	28100	G	115	0.00000	477	0.00002	161	0.00001	340	0.00001	108	0.00001	84	0.00001	179	0.00001	191	0.00001	235	0.00002	267	0.00002	187	0.00002
Hoeflea	274591	G	84	0.00000	578	0.00003	222	0.00001	154	0.00000	57	0.00001	84	0.00001	156	0.00001	50	0.00000	151	0.00001	131	0.00001	79	0.00001
Chelativorans	449972	G	80	0.00000	337	0.00002	104	0.00000	88	0.00000	39	0.00000	42	0.00000	103	0.00001	105	0.00001	69	0.00000	113	0.00001	60	0.00001
Roseitalea	1915401	G	60	0.00000	356	0.00002	96	0.00000	110	0.00000	36	0.00000	11	0.00000	35	0.00000	38	0.00000	100	0.00001	40	0.00000	36	0.00000
Oricola	1594166	G	50	0.00000	375	0.00002	201	0.00001	100	0.00000	23	0.00000	36	0.00000	58	0.00000	42	0.00000	110	0.00001	69	0.00001	59	0.00001
Lentilitoribacter	1649463	G	45	0.00000	152	0.00001	68	0.00000	64	0.00000	96	0.00001	33	0.00000	96	0.00000	77	0.00001	110	0.00001	54	0.00000	42	0.00000
Salaquimonas	2712688	G	30	0.00000	334	0.00002	94	0.00000	94	0.00000	25	0.00000	12	0.00000	41	0.00000	46	0.00000	83	0.00001	73	0.00001	43	0.00000
Methylobacterium	407	G	732	0.00003	5188	0.00024	1827	0.00009	2012	0.00006	590	0.00007	388	0.00005	889	0.00004	495	0.00003	1636	0.00011	1415	0.00011	817	0.00008
Methylorubrum	2282523	G	310	0.00001	1761	0.00008	754	0.00004	1244	0.00004	243	0.00003	189	0.00002	428	0.00002	280	0.00002	730	0.00005	462	0.00004	284	0.00003
Microvirga	186650	G	110	0.00000	1254	0.00006	444	0.00002	239	0.00001	116	0.00001	61	0.00001	163	0.00001	78	0.00001	305	0.00002	293	0.00002	159	0.00002
Devosia	46913	G	387	0.00002	2295	0.00011	632	0.00003	984	0.00003	226	0.00003	151	0.00002	363	0.00002	389	0.00003	925	0.00006	619	0.00005	380	0.00004
Hyphomicrobium	81	G	168	0.00001	1090	0.00005	392	0.00002	445	0.00001	114	0.00001	102	0.00001	251	0.00001	129	0.00001	364	0.00002	153	0.00001	223	0.00002
Rhodomicrobium	1068	G	140	0.00001	404	0.00002	168	0.00001	157	0.00000	58	0.00001	39	0.00000	108	0.00001	61	0.00000	98	0.00001	96	0.00001	63	0.00001
Blastochloris	59282	G	116	0.00000	585	0.00003	247	0.00001	358	0.00001	79	0.00001	39	0.00000	114	0.00001	151	0.00001	282	0.00002	289	0.00002	101	0.00001
Maritalea	623276	G	50	0.00000	126	0.00001	79	0.00000	63	0.00000	43	0.00000	43	0.00001	90	0.00000	47	0.00000	124	0.00001	59	0.00000	51	0.00001
Pelagibacterium	1082930	G	49	0.00000	257	0.00001	142	0.00001	45	0.00000	18	0.00000	28	0.00000	71	0.00000	57	0.00000	90	0.00001	71	0.00001	42	0.00000
Youhaiella	1827478	G	49	0.00000	327	0.00002	138	0.00001	106	0.00000	36	0.00000	33	0.00000	82	0.00000	51	0.00000	140	0.00001	122	0.00001	70	0.00001
Rhodoplanes	29407	G	42	0.00000	608	0.00003	116	0.00001	89	0.00000	21	0.00000	22	0.00000	47	0.00000	35	0.00000	101	0.00001	111	0.00001	71	0.00001
Filomicrobium	119044	G	34	0.00000	170	0.00001	46	0.00000	57	0.00000	18	0.00000	20	0.00000	35	0.00000	71	0.00000	59	0.00000	93	0.00001	30	0.00000
Bartonella	773	G	1039	0.00004	1591	0.00007	588	0.00003	1327	0.00004	253	0.00003	507	0.00006	1283	0.00006	830	0.00006	826	0.00006	912	0.00007	521	0.00005
Ochrobactrum	528	G	1206	0.00005	2013	0.00009	597	0.00003	931	0.00003	515	0.00006	302	0.00004	699	0.00003	592	0.00004	922	0.00006	445	0.00003	367	0.00004
Brucella	234	G	280	0.00001	919	0.00004	391	0.00002	740	0.00002	155	0.00002	121	0.00001	280	0.00001	188	0.00001	496	0.00003	299	0.00002	200	0.00002
Labrys	204476	G	112	0.00000	379	0.00002	126	0.00001	261	0.00001	56	0.00001	21	0.00000	58	0.00000	80	0.00001	169	0.00001	74	0.00001	67	0.00001
Pseudolabrys	556257	G	111	0.00000	621	0.00003	232	0.00001	368	0.00001	66	0.00001	51	0.00001	114	0.00001	21	0.00000	285	0.00002	146	0.00001	107	0.00001
Ancylobacter	99	G	114	0.00000	976	0.00005	189	0.00001	445	0.00001	73	0.00001	24	0.00000	101	0.00000	63	0.00000	330	0.00002	214	0.00002	158	0.00002
Azorhizobium	6	G	73	0.00000	548	0.00003	181	0.00001	258	0.00001	59	0.00001	29	0.00000	61	0.00000	37	0.00000	165	0.00001	169	0.00001	78	0.00001
Xanthobacter	279	G	125	0.00001	1028	0.00005	397	0.00002	393	0.00001	69	0.00001	36	0.00000	97	0.00000	65	0.00000	318	0.00002	197	0.00002	117	0.00001
Starkeya	152053	G	888	0.00004	15650	0.00072	3075	0.00014	1503	0.00004	527	0.00006	1372	0.00016	3331	0.00016	3108	0.00021	2966	0.00020	1980	0.00015	1564	0.00015
Martelella	293088	G	477	0.00002	2196	0.00010	589	0.00003	1187	0.00003	254	0.00003	160	0.00002	445	0.00002	272	0.00002	809	0.00005	576	0.00004	368	0.00004
Aureimonas	414371	G	173	0.00001	1913	0.00009	557	0.00003	692	0.00002	188	0.00002	127	0.00001	280	0.00001	195	0.00001	574	0.00004	514	0.00004	308	0.00003
Methylocystis	133	G	254	0.00001	1565	0.00007	456	0.00002	821	0.00002	202	0.00002	221	0.00003	517	0.00003	224	0.00002	573	0.00004	441	0.00003	279	0.00003
Terasakiella	196080	G	89	0.00000	186	0.00001	106	0.00000	268	0.00001	86	0.00001	90	0.00001	189	0.00001	78	0.00001	262	0.00002	71	0.00001	62	0.00001
Methylosinus	425	G	63	0.00000	533	0.00002	260	0.00001	144	0.00000	62	0.00001	24	0.00000	86	0.00000	105	0.00001	137	0.00001	180	0.00001	95	0.00001
Chelatococcus	28209	G	430	0.00002	698	0.00003	214	0.00001	349	0.00001	140	0.00002	226	0.00003	541	0.00003	131	0.00001	296	0.00002	186	0.00001	111	0.00001
Hartmannibacter	1572860	G	128	0.00001	551	0.00003	162	0.00001	149	0.00000	67	0.00001	28	0.00000	64	0.00000	77	0.00001	155	0.00001	154	0.00001	95	0.00001
Methyloceanibacter	1484898	G	108	0.00000	761	0.00004	185	0.00001	227	0.00001	45	0.00001	47	0.00001	104	0.00001	71	0.00000	163	0.00001	193	0.00001	115	0.00001
Nordella	169055	G	50	0.00000	525	0.00002	111	0.00001	87	0.00000	28	0.00000	18	0.00000	62	0.00000	43	0.00000	112	0.00001	104	0.00001	89	0.00001
Pseudorhodoplanes	1734920	G	45	0.00000	225	0.00001	123	0.00001	135	0.00000	27	0.00000	10	0.00000	42	0.00000	36	0.00000	159	0.00001	122	0.00001	75	0.00001
Methyloligella	1485594	G	35	0.00000	350	0.00002	115	0.00001	76	0.00000	77	0.00001	11	0.00000	26	0.00000	62	0.00000	77	0.00001	64	0.00000	46	0.00000
Candidatus Hodgkinia	573657	G	21	0.00000	90	0.00000	1	0.00000	13	0.00000	0	0.00000	2	0.00000	10	0.00000	1	0.00000	23	0.00000	25	0.00000	11	0.00000
Beijerinckia	532	G	125	0.00001	198	0.00001	103	0.00000	372	0.00001	60	0.00001	43	0.00001	68	0.00000	120	0.00001	177	0.00001	97	0.00001	50	0.00000
Methylocella	120652	G	87	0.00000	545	0.00003	177	0.00001	305	0.00001	74	0.00001	108	0.00001	306	0.00001	90	0.00001	228	0.00002	179	0.00001	109	0.00001
Methylovirgula	1156568	G	32	0.00000	245	0.00001	99	0.00000	85	0.00000	41	0.00000	77	0.00001	147	0.00001	19	0.00000	100	0.00001	62	0.00000	68	0.00001
Breoghania	1406135	G	106	0.00000	735	0.00003	142	0.00001	298	0.00001	68	0.00001	39	0.00000	114	0.00001	70	0.00000	170	0.00001	127	0.00001	49	0.00000
Cohaesibacter	655352	G	64	0.00000	331	0.00002	149	0.00001	163	0.00000	64	0.00001	42	0.00000	93	0.00000	56	0.00000	106	0.00001	86	0.00001	56	0.00001
Candidatus Phaeomarinobacter	1541445	G	64	0.00000	161	0.00001	79	0.00000	54	0.00000	17	0.00000	40	0.00000	90	0.00000	5	0.00000	164	0.00001	27	0.00000	34	0.00000
Pyruvatibacter	1742974	G	42	0.00000	304	0.00001	44	0.00000	128	0.00000	40	0.00000	60	0.00001	125	0.00001	81	0.00001	144	0.00001	74	0.00001	52	0.00001
Parvibaculum	256616	G	66	0.00000	577	0.00003	185	0.00001	170	0.00000	45	0.00001	20	0.00000	63	0.00000	71	0.00000	136	0.00001	193	0.00001	79	0.00001
Lichenihabitans	2723776	G	29	0.00000	247	0.00001	105	0.00000	192	0.00001	16	0.00000	21	0.00000	49	0.00000	165	0.00001	141	0.00001	65	0.00001	62	0.00001
Paracoccus	265	G	957	0.00004	5782	0.00027	1674	0.00008	1967	0.00006	460	0.00005	461	0.00005	987	0.00005	726	0.00005	1522	0.00010	1351	0.00010	822	0.00008
Labrenzia	478070	G	753	0.00003	1912	0.00009	808	0.00004	1214	0.00004	242	0.00003	277	0.00003	720	0.00004	678	0.00005	729	0.00005	756	0.00006	369	0.00004
Sulfitobacter	60136	G	677	0.00003	3431	0.00016	1084	0.00005	1674	0.00005	350	0.00004	303	0.00004	748	0.00004	582	0.00004	1102	0.00007	690	0.00005	527	0.00005
Rhodobacter	1060	G	491	0.00002	2497	0.00012	973	0.00005	1465	0.00004	357	0.00004	188	0.00002	442	0.00002	423	0.00003	1134	0.00008	580	0.00004	424	0.00004
Phaeobacter	302485	G	547	0.00002	1755	0.00008	553	0.00003	931	0.00003	191	0.00002	151	0.00002	345	0.00002	236	0.00002	701	0.00005	454	0.00004	236	0.00002
Ketogulonicigenium	92944	G	329	0.00001	793	0.00004	357	0.00002	540	0.00002	147	0.00002	91	0.00001	233	0.00001	55	0.00000	409	0.00003	174	0.00001	67	0.00001
Ruegeria	97050	G	276	0.00001	777	0.00004	390	0.00002	395	0.00001	92	0.00001	90	0.00001	181	0.00001	222	0.00001	384	0.00003	215	0.00002	132	0.00001
Roseovarius	74030	G	248	0.00001	2153	0.00010	724	0.00003	923	0.00003	202	0.00002	185	0.00002	366	0.00002	248	0.00002	806	0.00005	358	0.00003	288	0.00003
Octadecabacter	53945	G	205	0.00001	876	0.00004	288	0.00001	237	0.00001	73	0.00001	65	0.00001	150	0.00001	122	0.00001	237	0.00002	248	0.00002	173	0.00002
Leisingera	191028	G	203	0.00001	1006	0.00005	351	0.00002	586	0.00002	167	0.00002	127	0.00001	286	0.00001	170	0.00001	389	0.00003	302	0.00002	205	0.00002
Pannonibacter	227873	G	380	0.00002	1912	0.00009	982	0.00005	805	0.00002	188	0.00002	130	0.00002	362	0.00002	154	0.00001	643	0.00004	616	0.00005	349	0.00003
Celeribacter	875170	G	183	0.00001	1971	0.00009	534	0.00002	934	0.00003	189	0.00002	114	0.00001	285	0.00001	241	0.00002	679	0.00005	351	0.00003	218	0.00002
Oceanicola	252301	G	144	0.00001	302	0.00001	108	0.00001	93	0.00000	19	0.00000	27	0.00000	67	0.00000	29	0.00000	159	0.00001	87	0.00001	74	0.00001
Paraoceanicella	2683599	G	168	0.00001	1022	0.00005	161	0.00001	218	0.00001	38	0.00000	75	0.00001	116	0.00001	172	0.00001	343	0.00002	114	0.00001	149	0.00001
Roseivivax	93682	G	127	0.00001	542	0.00003	147	0.00001	142	0.00000	40	0.00000	73	0.00001	144	0.00001	34	0.00000	124	0.00001	141	0.00001	89	0.00001
Salipiger	263377	G	137	0.00001	1299	0.00006	390	0.00002	530	0.00002	95	0.00001	67	0.00001	178	0.00001	83	0.00001	446	0.00003	246	0.00002	154	0.00002
Monaibacterium	2029873	G	144	0.00001	459	0.00002	103	0.00000	342	0.00001	51	0.00001	33	0.00000	51	0.00000	227	0.00002	100	0.00001	86	0.00001	80	0.00001
Stappia	152161	G	129	0.00001	861	0.00004	213	0.00001	699	0.00002	148	0.00002	58	0.00001	150	0.00001	120	0.00001	434	0.00003	195	0.00002	115	0.00001
Pseudovibrio	258255	G	114	0.00000	135	0.00001	146	0.00001	260	0.00001	60	0.00001	54	0.00001	116	0.00001	60	0.00000	90	0.00001	143	0.00001	54	0.00001
Rhodovulum	34008	G	106	0.00000	999	0.00005	249	0.00001	349	0.00001	66	0.00001	73	0.00001	187	0.00001	100	0.00001	361	0.00002	268	0.00002	158	0.00002
Roseobacter	2433	G	93	0.00000	705	0.00003	142	0.00001	241	0.00001	121	0.00001	99	0.00001	280	0.00001	97	0.00001	267	0.00002	91	0.00001	117	0.00001
Rhodobaca	119541	G	95	0.00000	153	0.00001	95	0.00000	191	0.00001	86	0.00001	15	0.00000	40	0.00000	78	0.00001	121	0.00001	51	0.00000	58	0.00001
Pontivivens	1844015	G	78	0.00000	352	0.00002	161	0.00001	25	0.00000	26	0.00000	23	0.00000	46	0.00000	22	0.00000	101	0.00001	79	0.00001	51	0.00001
Halocynthiibacter	1579315	G	68	0.00000	85	0.00000	51	0.00000	175	0.00001	32	0.00000	10	0.00000	25	0.00000	66	0.00000	74	0.00000	23	0.00000	15	0.00000
Profundibacter	2778525	G	67	0.00000	281	0.00001	79	0.00000	198	0.00001	33	0.00000	28	0.00000	60	0.00000	45	0.00000	151	0.00001	66	0.00001	49	0.00000
Roseibacterium	159345	G	66	0.00000	179	0.00001	123	0.00001	162	0.00000	33	0.00000	20	0.00000	40	0.00000	67	0.00000	128	0.00001	68	0.00001	35	0.00000
Epibacterium	1649279	G	91	0.00000	399	0.00002	120	0.00001	286	0.00001	75	0.00001	32	0.00000	71	0.00000	35	0.00000	180	0.00001	93	0.00001	101	0.00001
Pelagibaca	360528	G	94	0.00000	866	0.00004	96	0.00000	86	0.00000	36	0.00000	14	0.00000	31	0.00000	32	0.00000	103	0.00001	90	0.00001	82	0.00001
