name	taxonomy_id	taxonomy_lvl	14_family.bracken_num	14_family.bracken_frac	17_family.bracken_num	17_family.bracken_frac	19_family.bracken_num	19_family.bracken_frac	20_family.bracken_num	20_family.bracken_frac	2126_family.bracken_num	2126_family.bracken_frac	22a_family.bracken_num	22a_family.bracken_frac	22b_family.bracken_num	22b_family.bracken_frac	25_family.bracken_num	25_family.bracken_frac	2621_family.bracken_num	2621_family.bracken_frac	27_family.bracken_num	27_family.bracken_frac	Stan_family.bracken_num	Stan_family.bracken_frac
Mimiviridae	549779	F	28	0.00000	76	0.00000	12	0.00000	21	0.00000	10	0.00000	6	0.00000	31	0.00000	9	0.00000	20	0.00000	32	0.00000	15	0.00000
Phycodnaviridae	10501	F	17	0.00000	53	0.00000	19	0.00000	76	0.00000	11	0.00000	23	0.00000	59	0.00000	13	0.00000	12	0.00000	34	0.00000	10	0.00000
Ascoviridae	43682	F	7	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000	3	0.00000	5	0.00000	4	0.00000	0	0.00000	0	0.00000
Iridoviridae	10486	F	3	0.00000	20	0.00000	14	0.00000	18	0.00000	2	0.00000	9	0.00000	22	0.00000	20	0.00000	17	0.00000	17	0.00000	7	0.00000
Marseilleviridae	944644	F	3	0.00000	18	0.00000	18	0.00000	32	0.00000	2	0.00000	2	0.00000	5	0.00000	2	0.00000	13	0.00000	3	0.00000	3	0.00000
Poxviridae	10240	F	31	0.00000	59	0.00000	16	0.00000	32	0.00000	8	0.00000	20	0.00000	36	0.00000	33	0.00000	64	0.00000	26	0.00000	9	0.00000
Adenoviridae	10508	F	4	0.00000	38	0.00000	4	0.00000	18	0.00000	2	0.00000	0	0.00000	1	0.00000	2	0.00000	13	0.00000	4	0.00000	7	0.00000
Microviridae	10841	F	39	0.00000	161	0.00001	13	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	20	0.00000	108	0.00001	6	0.00000
Polyomaviridae	151341	F	8	0.00000	2	0.00000	2	0.00000	4	0.00000	3	0.00000	0	0.00000	0	0.00000	9	0.00000	3	0.00000	0	0.00000	1	0.00000
Papillomaviridae	151340	F	2	0.00000	11	0.00000	0	0.00000	1	0.00000	0	0.00000	9	0.00000	22	0.00000	0	0.00000	4	0.00000	1	0.00000	1	0.00000
Parvoviridae	10780	F	32	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000
Pithoviridae	2023203	F	6	0.00000	36	0.00000	4	0.00000	23	0.00000	2	0.00000	0	0.00000	8	0.00000	4	0.00000	7	0.00000	6	0.00000	14	0.00000
Baculoviridae	10442	F	23	0.00000	38	0.00000	12	0.00000	30	0.00000	4	0.00000	19	0.00000	21	0.00000	15	0.00000	22	0.00000	16	0.00000	21	0.00000
Rudiviridae	157897	F	6	0.00000	8	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	5	0.00000	11	0.00000	0	0.00000
Nudiviridae	1511852	F	4	0.00000	7	0.00000	1	0.00000	6	0.00000	4	0.00000	0	0.00000	0	0.00000	42	0.00000	9	0.00000	0	0.00000	1	0.00000
Hytrosaviridae	1285590	F	4	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000
Polydnaviridae	10482	F	1	0.00000	7	0.00000	5	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	3	0.00000	0	0.00000	2	0.00000
Halspiviridae	2732902	F	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Malacoherpesviridae	548685	F	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Asfarviridae	137992	F	0	0.00000	2	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Sphaerolipoviridae	1714267	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Geminiviridae	10811	F	0	0.00000	4	0.00000	1	0.00000	2	0.00000	1	0.00000	6	0.00000	10	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000
Smacoviridae	2169574	F	0	0.00000	1	0.00000	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Caliciviridae	11974	F	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dicistroviridae	232795	F	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Picornaviridae	12058	F	0	0.00000	3	0.00000	0	0.00000	4	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000
Secoviridae	675072	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	2	0.00000	1	0.00000	0	0.00000
Coronaviridae	11118	F	0	0.00000	3	0.00000	0	0.00000	16	0.00000	1	0.00000	0	0.00000	0	0.00000	18	0.00000	1	0.00000	0	0.00000	2	0.00000
Mesoniviridae	1312872	F	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roniviridae	199704	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Potyviridae	39729	F	0	0.00000	5	0.00000	0	0.00000	5	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Astroviridae	39733	F	0	0.00000	5	0.00000	7	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	8	0.00000	0	0.00000
Hypoviridae	39748	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Endornaviridae	564644	F	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Virgaviridae	675071	F	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tymoviridae	249184	F	0	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphatetraviridae	1283207	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phenuiviridae	1980418	F	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lispiviridae	2501987	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Qinviridae	2501968	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Reoviridae	10880	F	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	1	0.00000
Chrysoviridae	249310	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Narnaviridae	186766	F	0	0.00000	129	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nimaviridae	196937	F	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fuselloviridae	10474	F	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lavidaviridae	1914302	F	0	0.00000	0	0.00000	2	0.00000	54	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000
Aspiviridae	568247	F	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	2	0.00000	6	0.00000	0	0.00000	6	0.00000	0	0.00000	2	0.00000
Phasmaviridae	1980417	F	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Luteoviridae	119163	F	0	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	2	0.00000
Avsunviroidae	185752	F	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arteriviridae	76803	F	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Nyamiviridae	1513294	F	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mitoviridae	2732892	F	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00000
Lipothrixviridae	10477	F	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tectiviridae	10656	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kitaviridae	2560061	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Benyviridae	1513233	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Retroviridae	11632	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000	42	0.00000	1	0.00000	18	0.00000
Circoviridae	39724	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000
Betaflexiviridae	675068	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000
Orthomyxoviridae	11308	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Tolecusatellitidae	1993640	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Turriviridae	1511858	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Alphaflexiviridae	675064	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Hantaviridae	1980413	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Tobaniviridae	2508209	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Totiviridae	11006	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Inoviridae	10860	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	6	0.00000	0	0.00000
Marnaviridae	324901	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Mononiviridae	2501967	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Bicaudaviridae	423358	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	9	0.00000	0	0.00000
Amalgaviridae	1511860	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Megabirnaviridae	1285596	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
